OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,OrderDate,Revenue,Revenue before Discount,Season,State
SO - 0006038,In-Store,WARE-PUJ1005,2019-01-12,2020-05-24,2020-05-31,9,30,318,35,8,0.15,"2,059.58",3886.0,2020-05-05,26424.8,31088.0,Summer,New York
SO - 0006039,In-Store,WARE-UHY1004,2020-10-03,2020-09-05,2020-11-05,7,25,255,19,4,0.1,"2,407.18",3343.3,2020-05-05,12035.880000000001,13373.2,Summer,Ohio
SO - 0006040,Online,WARE-UHY1004,2019-01-12,2020-05-30,2020-01-06,18,47,224,25,8,0.05,"1,181.88",2814.0,2020-05-05,21386.399999999998,22512.0,Summer,Pennsylvania
SO - 0006041,In-Store,WARE-NMK1003,2019-01-12,2020-05-14,2020-05-23,12,23,130,33,7,0.15,505.72,991.6,2020-05-05,5900.0199999999995,6941.2,Summer,Tennessee
SO - 0006042,Distributor,WARE-UHY1004,2019-01-12,2020-05-13,2020-05-14,23,39,217,38,7,0.075,475.23,1159.1,2020-05-05,7505.1725,8113.699999999999,Summer,Washington
SO - 0006043,In-Store,WARE-UHY1004,2020-10-03,2020-11-05,2020-05-15,8,43,244,9,2,0.05,"1,074.61",2499.1,2020-06-05,4748.29,4998.2,Summer,Colorado
SO - 0006044,In-Store,WARE-NMK1003,2020-10-03,2020-05-25,2020-01-06,2,21,191,28,8,0.3,"1,493.77",2298.1,2020-06-05,12869.359999999999,18384.8,Summer,Arkansas
SO - 0006045,Distributor,WARE-NMK1003,2019-01-12,2020-05-27,2020-05-30,21,30,152,26,7,0.075,569.5,1139.0,2020-06-05,7375.025000000001,7973.0,Summer,New York
SO - 0006046,In-Store,WARE-NMK1003,2020-10-03,2020-05-23,2020-05-25,5,48,113,15,5,0.075,"1,542.07",1835.8,2020-06-05,8490.575,9179.0,Summer,Ohio
SO - 0006047,In-Store,WARE-XYS1001,2019-01-12,2020-05-21,2020-05-26,9,40,31,28,1,0.05,922.99,1098.8,2020-06-05,1043.86,1098.8,Summer,Connecticut
SO - 0006048,Distributor,WARE-PUJ1005,2019-01-12,2020-05-26,2020-03-06,22,20,296,30,7,0.1,"3,175.33",3825.7,2020-07-05,24101.91,26779.899999999998,Fall,California
SO - 0006049,In-Store,WARE-NBV1002,2019-01-12,2020-05-30,2020-07-06,8,22,62,37,7,0.075,765.41,911.2,2020-07-05,5900.02,6378.400000000001,Fall,Indiana
SO - 0006050,Online,WARE-NMK1003,2020-10-03,2020-10-05,2020-05-18,17,14,160,34,7,0.4,"1,312.13",2572.8,2020-07-05,10805.76,18009.600000000002,Fall,Wisconsin
SO - 0006051,In-Store,WARE-PUJ1005,2020-10-03,2020-05-14,2020-05-22,1,24,278,12,3,0.05,177.68,227.8,2020-07-05,649.23,683.4000000000001,Fall,Florida
SO - 0006052,Distributor,WARE-PUJ1005,2019-01-12,2020-05-23,2020-05-28,22,39,318,21,7,0.15,835.76,1266.3,2020-07-05,7534.485,8864.1,Fall,California
SO - 0006053,Wholesale,WARE-MKL1006,2019-01-12,2020-05-17,2020-05-21,25,18,366,17,6,0.15,"1,943.54",2626.4,2020-07-05,13394.640000000001,15758.400000000001,Fall,Connecticut
SO - 0006054,In-Store,WARE-NBV1002,2020-10-03,2020-09-05,2020-10-05,4,25,61,13,5,0.075,368.43,783.9,2020-07-05,3625.5375000000004,3919.5,Fall,New Jersey
SO - 0006055,Online,WARE-NBV1002,2020-10-03,2020-05-24,2020-05-27,18,6,65,2,3,0.1,"1,869.90",2968.1,2020-07-05,8013.87,8904.3,Fall,North Carolina
SO - 0006056,Online,WARE-XYS1001,2020-10-03,2020-05-15,2020-05-21,17,4,12,41,5,0.4,"1,722.17",3075.3,2020-08-05,9225.9,15376.5,Fall,South Dakota
SO - 0006057,Distributor,WARE-NMK1003,2019-01-12,2020-05-17,2020-05-19,23,45,172,4,3,0.05,89.38,194.3,2020-08-05,553.7550000000001,582.9000000000001,Fall,Illinois
SO - 0006058,Online,WARE-XYS1001,2020-10-03,2020-05-20,2020-05-22,18,39,35,26,2,0.05,726.01,1728.6,2020-08-05,3284.3399999999997,3457.2,Fall,Louisiana
SO - 0006059,Wholesale,WARE-UHY1004,2019-01-12,2020-05-06,2020-09-06,26,43,223,11,5,0.075,730.7,891.1,2020-08-05,4121.337500000001,4455.5,Fall,Georgia
SO - 0006060,Distributor,WARE-NMK1003,2020-10-03,2020-11-05,2020-05-13,25,15,123,31,3,0.2,528.56,1078.7,2020-08-05,2588.8800000000006,3236.1000000000004,Fall,South Carolina
SO - 0006061,Wholesale,WARE-XYS1001,2019-01-12,2020-05-26,2020-05-06,26,7,19,41,3,0.15,"2,768.98",3845.8,2020-08-05,9806.79,11537.400000000001,Fall,Illinois
SO - 0006062,Distributor,WARE-XYS1001,2020-10-03,2020-04-06,2020-06-13,24,34,48,38,5,0.1,"2,087.99",3939.6,2020-08-05,17728.2,19698.0,Fall,Kansas
SO - 0006063,Distributor,WARE-NMK1003,2019-01-12,2020-01-06,2020-07-06,21,30,146,31,7,0.1,623.77,891.1,2020-08-05,5613.93,6237.7,Fall,Virginia
SO - 0006064,In-Store,WARE-NMK1003,2019-01-12,2020-05-06,2020-08-06,4,2,191,39,1,0.15,"2,930.18",3959.7,2020-09-05,3365.745,3959.7,Fall,Utah
SO - 0006065,In-Store,WARE-XYS1001,2019-01-12,2020-05-06,2020-06-13,9,13,26,6,4,0.15,"4,959.54",6277.9,2020-09-05,21344.859999999997,25111.6,Fall,Arkansas
SO - 0006066,In-Store,WARE-UHY1004,2019-01-12,2020-05-29,2020-07-06,4,21,226,2,6,0.1,580.35,817.4,2020-09-05,4413.96,4904.4,Fall,California
SO - 0006067,Online,WARE-UHY1004,2020-10-03,2020-05-30,2020-01-06,15,11,214,16,8,0.05,"1,933.69",3946.3,2020-09-05,29991.88,31570.4,Fall,Virginia
SO - 0006068,In-Store,WARE-NMK1003,2019-01-12,2020-05-13,2020-05-21,1,48,115,46,3,0.15,"1,303.22",2458.9,2020-09-05,6270.195000000001,7376.700000000001,Fall,Washington
SO - 0006069,In-Store,WARE-MKL1006,2019-01-12,2020-01-06,2020-09-06,3,22,331,14,5,0.15,906.51,2211.0,2020-09-05,9396.75,11055.0,Fall,Vermont
SO - 0006070,Wholesale,WARE-PUJ1005,2019-01-12,2020-05-28,2020-03-06,25,20,266,40,7,0.1,"1,541.00",3852.5,2020-09-05,24270.75,26967.5,Fall,Arizona
SO - 0006071,In-Store,WARE-UHY1004,2019-01-12,2020-05-20,2020-05-28,11,3,252,7,2,0.1,"2,260.92",2659.9,2020-09-05,4787.820000000001,5319.8,Fall,New York
SO - 0006072,Online,WARE-MKL1006,2020-10-03,2020-05-20,2020-05-21,12,18,347,4,4,0.1,351.08,877.7,2020-09-05,3159.7200000000003,3510.8,Fall,Oklahoma
SO - 0006073,In-Store,WARE-NMK1003,2020-10-03,2020-06-06,2020-10-06,6,40,159,40,2,0.05,726.01,1728.6,2020-09-05,3284.3399999999997,3457.2,Fall,North Carolina
SO - 0006074,Online,WARE-XYS1001,2019-01-12,2020-05-21,2020-05-31,18,49,42,45,1,0.075,"1,926.65",2438.8,2020-09-05,2255.8900000000003,2438.8,Fall,Florida
SO - 0006075,Wholesale,WARE-PUJ1005,2019-01-12,2020-03-06,2020-09-06,28,30,301,39,6,0.1,85.16,207.7,2020-09-05,1121.58,1246.1999999999998,Fall,New York
SO - 0006076,In-Store,WARE-MKL1006,2020-10-03,2020-05-06,2020-10-06,7,4,330,17,2,0.075,"1,006.01",1829.1,2020-09-05,3383.835,3658.2,Fall,Wyoming
SO - 0006077,Wholesale,WARE-PUJ1005,2019-01-12,2020-05-15,2020-05-20,27,41,280,18,5,0.05,"3,778.80",5038.4,2020-10-05,23932.399999999998,25192.0,Winter,Florida
SO - 0006078,In-Store,WARE-PUJ1005,2020-10-03,2020-05-20,2020-05-22,6,25,292,30,5,0.15,"2,831.69",3932.9,2020-10-05,16714.825,19664.5,Winter,Nevada
SO - 0006079,In-Store,WARE-MKL1006,2019-01-12,2020-05-13,2020-05-22,7,22,366,15,3,0.15,"4,481.50",6224.3,2020-10-05,15871.965,18672.9,Winter,Tennessee
SO - 0006080,In-Store,WARE-MKL1006,2020-10-03,2020-12-05,2020-05-14,2,34,345,25,5,0.075,"1,865.68",2391.9,2020-10-05,11062.5375,11959.5,Winter,Massachusetts
SO - 0006081,In-Store,WARE-XYS1001,2019-01-12,2020-05-28,2020-05-29,9,48,58,46,7,0.4,"1,857.24",2211.0,2020-10-05,9286.199999999999,15477.0,Winter,Indiana
SO - 0006082,In-Store,WARE-NMK1003,2020-10-03,2020-06-06,2020-06-14,5,25,108,28,2,0.075,578.81,1092.1,2020-10-05,2020.385,2184.2,Winter,Florida
SO - 0006083,Online,WARE-PUJ1005,2020-10-03,2020-05-13,2020-05-15,17,23,264,13,3,0.1,"4,582.80",6365.0,2020-10-05,17185.5,19095.0,Winter,Wisconsin
SO - 0006084,In-Store,WARE-NMK1003,2020-10-03,2020-05-20,2020-05-25,8,40,141,14,3,0.2,"1,463.28",1742.0,2020-11-05,4180.8,5226.0,Winter,New York
SO - 0006085,Distributor,WARE-NMK1003,2020-10-03,2020-05-30,2020-01-06,21,18,91,45,2,0.075,164.62,261.3,2020-11-05,483.40500000000003,522.6,Winter,Missouri
SO - 0006086,Online,WARE-XYS1001,2020-10-03,2020-06-06,2020-06-14,17,15,8,5,7,0.2,"1,705.55",3966.4,2020-11-05,22211.84,27764.8,Winter,New Hampshire
SO - 0006087,In-Store,WARE-PUJ1005,2020-10-03,2020-03-06,2020-06-13,8,16,294,37,7,0.1,"2,170.80",4020.0,2020-11-05,25326.0,28140.0,Winter,Michigan
SO - 0006088,Online,WARE-UHY1004,2020-10-03,2020-01-06,2020-08-06,16,39,219,47,2,0.05,660.15,1118.9,2020-11-05,2125.91,2237.8,Winter,Oregon
SO - 0006089,In-Store,WARE-NMK1003,2020-10-03,2020-05-14,2020-05-23,9,2,178,28,7,0.075,589.87,830.8,2020-11-05,5379.429999999999,5815.599999999999,Winter,Texas
SO - 0006090,Wholesale,WARE-MKL1006,2020-10-03,2020-08-06,2020-06-17,28,35,342,12,2,0.2,87.1,174.2,2020-12-05,278.71999999999997,348.4,Winter,Iowa
SO - 0006091,In-Store,WARE-NMK1003,2020-10-03,2020-06-06,2020-06-13,5,6,165,17,5,0.05,"2,608.11",3142.3,2020-12-05,14925.925,15711.5,Winter,Colorado
SO - 0006092,In-Store,WARE-PUJ1005,2020-10-03,2020-05-15,2020-05-20,6,30,284,25,4,0.1,686.62,1125.6,2020-12-05,4052.16,4502.4,Winter,Oregon
SO - 0006093,Distributor,WARE-PUJ1005,2020-10-03,2020-05-25,2020-01-06,24,7,312,21,3,0.05,"5,065.47",6177.4,2020-12-05,17605.589999999997,18532.199999999997,Winter,Alabama
SO - 0006094,In-Store,WARE-NMK1003,2019-01-12,2020-04-06,2020-05-06,11,2,148,25,4,0.05,791.54,1199.3,2020-12-05,4557.339999999999,4797.2,Winter,Maryland
SO - 0006095,In-Store,WARE-UHY1004,2020-10-03,2020-05-21,2020-05-23,9,20,215,13,3,0.15,642.8,783.9,2020-05-13,1998.9449999999997,2351.7,Summer,Michigan
SO - 0006096,In-Store,WARE-MKL1006,2020-10-03,2020-05-24,2020-05-29,2,48,349,32,2,0.1,198.32,268.0,2020-05-13,482.40000000000003,536.0,Summer,Connecticut
SO - 0006097,Online,WARE-PUJ1005,2019-01-12,2020-05-19,2020-05-20,13,27,292,28,6,0.075,"1,386.90",2010.0,2020-05-13,11155.5,12060.0,Summer,Ohio
SO - 0006098,Wholesale,WARE-NMK1003,2019-01-12,2020-05-25,2020-05-26,26,24,140,34,1,0.15,"3,377.14",3973.1,2020-05-13,3377.1349999999998,3973.1,Summer,Oklahoma
SO - 0006099,Online,WARE-NMK1003,2020-10-03,2020-09-06,2020-12-06,16,16,161,3,5,0.1,691.44,1152.4,2020-05-14,5185.8,5762.0,Summer,Missouri
SO - 0006100,Distributor,WARE-NMK1003,2020-10-03,2020-11-06,2020-06-13,21,38,99,18,3,0.1,556.1,1112.2,2020-05-14,3002.9400000000005,3336.6000000000004,Summer,Illinois
SO - 0006101,In-Store,WARE-NMK1003,2019-01-12,2020-05-25,2020-04-06,11,37,169,16,3,0.05,"3,353.89",6210.9,2020-05-14,17701.064999999995,18632.699999999997,Summer,California
SO - 0006102,Online,WARE-PUJ1005,2020-10-03,2020-05-30,2020-03-06,17,23,284,44,8,0.05,747.18,911.2,2020-05-14,6925.12,7289.6,Summer,South Carolina
SO - 0006103,Online,WARE-NMK1003,2019-01-12,2020-09-06,2020-06-13,13,5,130,13,6,0.05,146.53,180.9,2020-05-14,1031.13,1085.4,Summer,Maryland
SO - 0006104,Online,WARE-NMK1003,2020-10-03,2020-07-06,2020-06-16,20,32,181,31,4,0.05,"2,119.95",3999.9,2020-05-14,15199.619999999999,15999.6,Summer,Pennsylvania
SO - 0006105,Wholesale,WARE-XYS1001,2019-01-12,2020-05-23,2020-05-27,26,39,42,8,3,0.05,777.4,1896.1,2020-05-14,5403.884999999999,5688.299999999999,Summer,Alaska
SO - 0006106,In-Store,WARE-XYS1001,2020-10-03,2020-08-06,2020-06-16,1,24,30,41,8,0.05,"2,059.58",3886.0,2020-05-14,29533.6,31088.0,Summer,Michigan
SO - 0006107,In-Store,WARE-PUJ1005,2020-10-03,2020-05-29,2020-04-06,9,35,326,21,5,0.2,"3,036.11",5326.5,2020-05-14,21306.0,26632.5,Summer,Iowa
SO - 0006108,Wholesale,WARE-PUJ1005,2020-10-03,2020-05-22,2020-05-25,28,47,285,16,8,0.15,126.63,234.5,2020-05-14,1594.6,1876.0,Summer,Illinois
SO - 0006109,Distributor,WARE-PUJ1005,2019-01-12,2020-05-06,2020-08-06,21,38,316,35,3,0.075,978.2,2445.5,2020-05-14,6786.262500000001,7336.5,Summer,Alabama
SO - 0006110,Distributor,WARE-NMK1003,2019-01-12,2020-07-06,2020-10-06,23,10,109,26,1,0.05,154.77,234.5,2020-05-14,222.77499999999998,234.5,Summer,Kansas
SO - 0006111,Online,WARE-XYS1001,2020-10-03,2020-05-18,2020-05-20,19,44,46,22,5,0.05,"1,216.05",2211.0,2020-05-15,10502.25,11055.0,Summer,Hawaii
SO - 0006112,In-Store,WARE-UHY1004,2019-01-12,2020-05-23,2020-05-28,2,40,248,20,4,0.075,"3,017.41",5587.8,2020-05-15,20674.86,22351.2,Summer,Texas
SO - 0006113,In-Store,WARE-UHY1004,2020-10-03,2020-05-26,2020-05-29,10,15,220,19,3,0.3,"1,606.19",2633.1,2020-05-15,5529.509999999999,7899.299999999999,Summer,New Jersey
SO - 0006114,Wholesale,WARE-XYS1001,2020-10-03,2020-09-06,2020-10-06,26,27,15,1,1,0.075,"3,360.05",3953.0,2020-05-15,3656.525,3953.0,Summer,Maryland
SO - 0006115,Wholesale,WARE-NMK1003,2020-10-03,2020-05-29,2020-05-31,27,14,96,45,1,0.075,825.44,1072.0,2020-05-15,991.6,1072.0,Summer,Colorado
SO - 0006116,Distributor,WARE-NMK1003,2019-01-12,2020-11-06,2020-06-13,22,29,150,23,6,0.15,"1,899.45",2345.0,2020-05-15,11959.5,14070.0,Summer,Oregon
SO - 0006117,Distributor,WARE-NBV1002,2020-10-03,2020-01-06,2020-05-06,25,18,81,37,3,0.15,"2,062.26",2546.0,2020-05-15,6492.3,7638.0,Summer,Louisiana
SO - 0006118,In-Store,WARE-MKL1006,2020-10-03,2020-04-06,2020-11-06,11,19,351,22,8,0.1,"1,292.56",2485.7,2020-05-15,17897.04,19885.6,Summer,Washington
SO - 0006119,In-Store,WARE-NMK1003,2020-10-03,2020-07-06,2020-06-17,7,46,158,9,8,0.3,"1,391.59",2244.5,2020-05-15,12569.199999999999,17956.0,Summer,Georgia
SO - 0006120,Distributor,WARE-NMK1003,2019-01-12,2020-05-26,2020-03-06,23,24,144,17,1,0.05,"1,530.82",2391.9,2020-05-15,2272.305,2391.9,Summer,Washington
SO - 0006121,In-Store,WARE-XYS1001,2020-10-03,2020-05-26,2020-05-27,7,20,21,32,7,0.05,571.18,1038.5,2020-05-16,6906.025,7269.5,Summer,Oklahoma
SO - 0006122,In-Store,WARE-NMK1003,2020-10-03,2020-12-06,2020-06-22,10,9,129,25,6,0.1,"1,092.23",1916.2,2020-05-16,10347.480000000001,11497.2,Summer,Nevada
SO - 0006123,Online,WARE-PUJ1005,2019-01-12,2020-05-06,2020-06-06,17,46,288,47,2,0.075,"1,503.48",2733.6,2020-05-16,5057.16,5467.2,Summer,New Jersey
SO - 0006124,In-Store,WARE-MKL1006,2020-10-03,2020-01-06,2020-05-06,5,23,359,5,1,0.075,868.05,1098.8,2020-05-16,1016.39,1098.8,Summer,Massachusetts
SO - 0006125,In-Store,WARE-UHY1004,2019-01-12,2020-02-06,2020-12-06,3,33,219,9,1,0.15,726.28,1815.7,2020-05-16,1543.345,1815.7,Summer,Iowa
SO - 0006126,In-Store,WARE-XYS1001,2019-01-12,2020-07-06,2020-06-14,5,4,28,45,7,0.1,709.87,1092.1,2020-05-16,6880.23,7644.699999999999,Summer,Wyoming
SO - 0006127,In-Store,WARE-PUJ1005,2019-01-12,2020-07-06,2020-06-13,8,24,301,3,4,0.2,611.44,1132.3,2020-05-16,3623.36,4529.2,Summer,New York
SO - 0006128,In-Store,WARE-NMK1003,2019-01-12,2020-11-06,2020-06-18,2,17,182,10,7,0.05,"1,689.47",2639.8,2020-05-16,17554.670000000002,18478.600000000002,Summer,Colorado
SO - 0006129,Online,WARE-NMK1003,2020-10-03,2020-05-29,2020-05-30,18,36,158,8,8,0.075,"2,199.95",3999.9,2020-05-16,29599.260000000002,31999.2,Summer,Illinois
SO - 0006130,Distributor,WARE-UHY1004,2020-10-03,2020-06-13,2020-06-14,23,6,249,14,3,0.3,"2,808.98",3745.3,2020-05-16,7865.13,11235.900000000001,Summer,Florida
SO - 0006131,Online,WARE-MKL1006,2019-01-12,2020-07-06,2020-06-16,14,48,350,21,7,0.1,"3,167.76",5279.6,2020-05-16,33261.48,36957.200000000004,Summer,Nebraska
SO - 0006132,In-Store,WARE-NMK1003,2020-10-03,2020-05-31,2020-09-06,1,10,183,4,5,0.15,462.3,1005.0,2020-05-16,4271.25,5025.0,Summer,Hawaii
SO - 0006133,In-Store,WARE-NMK1003,2020-10-03,2020-05-28,2020-03-06,8,17,164,37,4,0.05,"3,142.23",3879.3,2020-05-17,14741.34,15517.2,Summer,North Carolina
SO - 0006134,Distributor,WARE-PUJ1005,2019-01-12,2020-01-06,2020-11-06,23,40,291,5,6,0.1,"1,707.70",3557.7,2020-05-17,19211.579999999998,21346.199999999997,Summer,Maryland
SO - 0006135,In-Store,WARE-NMK1003,2020-10-03,2020-05-27,2020-05-31,7,25,132,17,7,0.05,"4,829.36",5681.6,2020-05-17,37782.64,39771.200000000004,Summer,California
SO - 0006136,In-Store,WARE-NMK1003,2020-10-03,2020-05-25,2020-05-28,2,4,107,31,4,0.05,"2,087.59",3865.9,2020-05-17,14690.42,15463.6,Summer,Maryland
SO - 0006137,Online,WARE-NMK1003,2020-10-03,2020-05-31,2020-08-06,16,29,111,21,7,0.05,"1,093.31",2666.6,2020-05-17,17732.89,18666.2,Summer,Kansas
SO - 0006138,Distributor,WARE-PUJ1005,2020-10-03,2020-05-25,2020-05-27,25,41,284,9,3,0.2,"2,420.11",5902.7,2020-05-17,14166.48,17708.1,Summer,North Carolina
SO - 0006139,Online,WARE-XYS1001,2020-10-03,2020-05-20,2020-05-21,13,29,11,6,3,0.1,"1,701.00",3865.9,2020-05-17,10437.93,11597.7,Summer,Pennsylvania
SO - 0006140,Online,WARE-UHY1004,2019-01-12,2020-09-06,2020-06-14,13,38,253,22,2,0.075,"1,253.17",2237.8,2020-05-17,4139.93,4475.6,Summer,Minnesota
SO - 0006141,Online,WARE-XYS1001,2019-01-12,2020-11-06,2020-06-14,17,3,41,44,8,0.05,560.39,1098.8,2020-05-17,8350.88,8790.4,Summer,Nebraska
SO - 0006142,In-Store,WARE-UHY1004,2019-01-12,2020-05-30,2020-01-06,11,3,216,11,3,0.15,"1,215.65",1688.4,2020-05-17,4305.42,5065.200000000001,Summer,New York
SO - 0006143,In-Store,WARE-XYS1001,2020-10-03,2020-05-23,2020-02-06,11,2,47,25,1,0.075,"1,966.32",3390.2,2020-05-17,3135.935,3390.2,Summer,Illinois
SO - 0006144,Online,WARE-XYS1001,2019-01-12,2020-03-06,2020-12-06,13,50,14,34,2,0.075,"1,735.30",2345.0,2020-05-18,4338.25,4690.0,Summer,New York
SO - 0006145,Online,WARE-NMK1003,2020-10-03,2020-02-06,2020-03-06,12,30,147,40,8,0.05,401.26,757.1,2020-05-18,5753.96,6056.8,Summer,Michigan
SO - 0006146,Online,WARE-MKL1006,2020-10-03,2020-01-06,2020-05-06,20,46,352,30,2,0.075,442.27,1078.7,2020-05-18,1995.5950000000003,2157.4,Summer,Florida
SO - 0006147,In-Store,WARE-NMK1003,2019-01-12,2020-08-06,2020-06-17,9,17,198,14,4,0.05,"1,231.13",2512.5,2020-05-18,9547.5,10050.0,Summer,Texas
SO - 0006148,In-Store,WARE-NMK1003,2020-10-03,2020-10-06,2020-06-13,11,44,175,43,8,0.3,546.99,1051.9,2020-05-18,5890.64,8415.2,Summer,Ohio
SO - 0006149,Distributor,WARE-NMK1003,2020-10-03,2020-05-20,2020-05-27,25,50,118,6,3,0.15,"1,254.04",2458.9,2020-05-18,6270.195000000001,7376.700000000001,Summer,New Jersey
SO - 0006150,Distributor,WARE-PUJ1005,2020-10-03,2020-11-06,2020-06-15,25,38,278,23,2,0.05,840.58,1025.1,2020-05-18,1947.6899999999998,2050.2,Summer,Iowa
SO - 0006151,In-Store,WARE-PUJ1005,2019-01-12,2020-05-22,2020-05-24,9,42,265,38,8,0.15,"2,583.25",3798.9,2020-05-18,25832.52,30391.2,Summer,Vermont
SO - 0006152,Wholesale,WARE-NMK1003,2019-01-12,2020-10-06,2020-06-16,27,24,165,17,7,0.1,"1,043.59",2371.8,2020-05-18,14942.340000000002,16602.600000000002,Summer,Alabama
SO - 0006153,Online,WARE-XYS1001,2020-10-03,2020-05-20,2020-05-24,17,8,33,4,7,0.1,852.17,1078.7,2020-05-18,6795.81,7550.900000000001,Summer,Maryland
SO - 0006154,Online,WARE-UHY1004,2020-10-03,2020-04-06,2020-11-06,19,37,234,2,5,0.05,428.13,951.4,2020-05-18,4519.15,4757.0,Summer,Pennsylvania
SO - 0006155,Online,WARE-PUJ1005,2020-10-03,2020-09-06,2020-06-13,15,35,283,10,1,0.075,573.25,1246.2,2020-05-18,1152.7350000000001,1246.2,Summer,California
SO - 0006156,Wholesale,WARE-NMK1003,2020-10-03,2020-06-13,2020-06-18,26,34,176,12,2,0.1,972.97,1835.8,2020-05-19,3304.44,3671.6,Summer,Texas
SO - 0006157,In-Store,WARE-UHY1004,2020-10-03,2020-06-16,2020-06-18,6,19,257,19,6,0.075,"2,847.50",5695.0,2020-05-19,31607.25,34170.0,Summer,Vermont
SO - 0006158,Online,WARE-MKL1006,2019-01-12,2020-05-06,2020-06-13,18,40,342,10,1,0.2,524.61,904.5,2020-05-19,723.6,904.5,Summer,Alabama
SO - 0006159,Online,WARE-PUJ1005,2020-10-03,2020-05-27,2020-05-30,13,36,277,27,2,0.05,"2,300.51",3966.4,2020-05-19,7536.16,7932.8,Summer,Maine
SO - 0006160,Distributor,WARE-NBV1002,2019-01-12,2020-06-16,2020-06-23,23,22,68,41,5,0.05,688.02,1092.1,2020-05-20,5187.474999999999,5460.5,Summer,Illinois
SO - 0006161,Wholesale,WARE-PUJ1005,2019-01-12,2020-06-15,2020-06-21,26,47,322,31,2,0.075,811.91,1112.2,2020-05-20,2057.57,2224.4,Summer,Maine
SO - 0006162,Distributor,WARE-PUJ1005,2019-01-12,2020-04-06,2020-08-06,21,43,289,18,2,0.075,"2,895.47",3966.4,2020-05-20,7337.84,7932.8,Summer,New Jersey
SO - 0006163,Online,WARE-NMK1003,2020-10-03,2020-05-25,2020-03-06,18,27,104,24,3,0.4,529.3,1058.6,2020-05-20,1905.4799999999998,3175.7999999999997,Summer,Virginia
SO - 0006164,Wholesale,WARE-NMK1003,2020-10-03,2020-05-26,2020-02-06,28,4,196,46,3,0.2,"3,303.23",3979.8,2020-05-20,9551.520000000002,11939.400000000001,Summer,Georgia
SO - 0006165,In-Store,WARE-NMK1003,2020-10-03,2020-06-17,2020-06-25,8,46,98,41,6,0.3,103.72,241.2,2020-05-20,1013.0399999999998,1447.1999999999998,Summer,Michigan
SO - 0006166,Wholesale,WARE-UHY1004,2019-01-12,2020-05-28,2020-01-06,26,24,208,25,1,0.4,"5,489.98",6458.8,2020-05-21,3875.2799999999997,6458.8,Summer,Missouri
SO - 0006167,Online,WARE-NMK1003,2020-10-03,2020-05-25,2020-05-29,15,9,129,42,8,0.15,"2,869.28",3825.7,2020-05-21,26014.76,30605.6,Summer,Illinois
SO - 0006168,In-Store,WARE-NMK1003,2020-10-03,2020-05-28,2020-04-06,6,47,135,24,8,0.15,"2,525.63",3946.3,2020-05-21,26834.84,31570.4,Summer,Massachusetts
SO - 0006169,In-Store,WARE-MKL1006,2020-10-03,2020-05-24,2020-05-27,5,17,333,21,8,0.15,628.13,837.5,2020-05-21,5695.0,6700.0,Summer,Wisconsin
SO - 0006170,In-Store,WARE-NMK1003,2020-10-03,2020-06-06,2020-10-06,3,26,174,27,7,0.075,684.74,938.0,2020-05-21,6073.55,6566.0,Summer,Rhode Island
SO - 0006171,Distributor,WARE-NMK1003,2020-10-03,2020-06-18,2020-06-22,21,30,147,41,6,0.05,"1,812.35",3624.7,2020-05-21,20660.789999999997,21748.199999999997,Summer,Nevada
SO - 0006172,Distributor,WARE-NBV1002,2020-10-03,2020-10-06,2020-06-17,23,16,61,30,8,0.075,"2,319.94",3999.9,2020-05-21,29599.260000000002,31999.2,Summer,Texas
SO - 0006173,In-Store,WARE-MKL1006,2020-10-03,2020-05-31,2020-02-06,2,18,338,12,3,0.15,188.4,254.6,2020-05-21,649.2299999999999,763.8,Summer,Kentucky
SO - 0006174,In-Store,WARE-NMK1003,2019-01-12,2020-06-17,2020-06-19,10,7,166,40,4,0.075,675.9,1299.8,2020-05-22,4809.26,5199.2,Summer,Virginia
SO - 0006175,In-Store,WARE-UHY1004,2020-10-03,2020-05-30,2020-05-06,5,42,242,5,7,0.05,151.55,261.3,2020-05-22,1737.645,1829.1000000000001,Summer,Tennessee
SO - 0006176,Wholesale,WARE-XYS1001,2020-10-03,2020-06-17,2020-06-26,26,29,23,40,2,0.075,"1,642.97",2452.2,2020-05-22,4536.57,4904.4,Summer,Illinois
SO - 0006177,Online,WARE-NMK1003,2020-10-03,2020-03-06,2020-11-06,17,1,172,4,7,0.05,571.24,1165.8,2020-05-22,7752.569999999999,8160.599999999999,Summer,North Carolina
SO - 0006178,Online,WARE-NMK1003,2019-01-12,2020-04-06,2020-06-13,13,8,121,4,3,0.05,734.45,1748.7,2020-05-22,4983.795,5246.1,Summer,California
SO - 0006179,Wholesale,WARE-UHY1004,2020-10-03,2020-11-06,2020-06-21,28,2,261,16,7,0.1,182.24,227.8,2020-05-22,1435.14,1594.6000000000001,Summer,Maryland
SO - 0006180,In-Store,WARE-XYS1001,2020-10-03,2020-06-18,2020-06-26,8,25,41,23,1,0.075,"2,152.71",2532.6,2020-05-22,2342.655,2532.6,Summer,Pennsylvania
SO - 0006181,In-Store,WARE-MKL1006,2020-10-03,2020-06-06,2020-08-06,8,47,352,14,7,0.15,175.41,227.8,2020-05-22,1355.41,1594.6000000000001,Summer,Alaska
